25,1542,2,7,21,32,1,破損的短劍
35,472,2,10,17,30,1,彎曲法杖
36,5194,2,4,21,32,1,用舊的釘錘
37,14029,2,0,21,32,1,破損的斧頭
38,9891,4,0,4,0,1,新兵襯衣
39,9892,4,1,7,0,0,新兵便褲
40,10141,4,0,8,0,1,新兵的靴子
43,9938,4,0,8,0,1,侍從的靴子
44,9937,4,1,7,0,0,侍從便褲
45,3265,4,0,4,0,1,侍從襯衣
47,9915,4,0,8,0,1,盜賊輕鞋
48,9913,4,1,7,0,0,盜賊便褲
49,9906,4,0,4,0,1,盜賊襯衣
51,9946,4,0,8,0,1,見習牧師的靴子
52,9945,4,1,7,0,0,見習牧師便褲
53,9944,4,0,4,0,1,見習牧師襯衣
55,9929,4,0,8,0,1,學徒的靴子
56,12647,4,1,20,0,0,學徒長袍
57,12645,4,1,20,0,0,侍僧長袍
59,3261,4,0,8,0,1,侍僧輕鞋
60,16891,4,2,5,0,1,夾層外套
61,16953,4,2,7,0,1,矮人皮甲便褲
79,16847,4,1,7,0,1,矮人布質馬褲
80,16854,4,1,8,0,1,柔軟的毛邊鞋
85,16883,4,2,5,0,1,骯髒的皮外衣
100,372,4,1,7,0,0,Deprecated Dwarven Squire's Pants
117,2473,0,5,0,0,1,硬肉乾
118,15710,0,1,0,0,1,初級治療藥水
119,5702,4,0,4,0,1,Deprecated Rogue's Vest
120,10006,4,1,7,0,0,刺客便褲
121,10008,4,0,8,0,1,刺客長靴
127,9996,4,0,4,0,1,捕獸者襯衣
128,396,4,1,7,0,0,Deprecated Tauren Trapper's Pants
129,9977,4,0,8,0,1,粗厚捕獸者的靴子
139,9988,4,1,7,0,0,打鬥者便褲
140,9992,4,0,8,0,1,打鬥者的靴子
147,9975,4,1,7,0,0,粗厚捕獸者便褲
148,9976,4,0,4,0,1,粗厚捕獸者襯衣
153,10050,4,2,7,0,0,粗糙的褶裙
154,10058,4,0,4,0,1,粗糙的披肩
159,18084,0,5,0,0,1,清涼的泉水
182,7038,12,0,0,0,1,加瑞克的頭顱
193,16579,4,1,5,0,1,破布外衣
194,16580,4,1,7,0,1,破布便褲
