1,34538,12,0,0,0,6,珍宝阁
3,9515,12,0,0,0,6,升级物品
5,29691,15,0,0,0,6,熊熊宝石
7,11766,7,0,0,0,2,1000 G币
25,1542,2,7,21,32,1,破损的短剑
35,472,2,10,17,30,1,弯曲的法杖
36,5194,2,4,21,32,1,用旧的钉锤
37,14029,2,0,21,32,1,破损的斧头
38,9891,4,0,4,0,1,新兵衬衣
39,9892,4,1,7,0,0,新兵短裤
40,10141,4,0,8,0,1,新兵之靴
43,9938,4,0,8,0,1,侍从之靴
44,9937,4,1,7,0,0,侍从短裤
45,3265,4,0,4,0,1,侍从衬衣
47,9915,4,0,8,0,1,盗贼之鞋
48,9913,4,1,7,0,0,盗贼短裤
49,9906,4,0,4,0,1,盗贼衬衣
51,9946,4,0,8,0,1,见习牧师之靴
52,9945,4,1,7,0,0,见习牧师短裤
53,9944,4,0,4,0,1,见习牧师衬衣
55,9929,4,0,8,0,1,学徒之靴
56,12647,4,1,20,0,0,学徒长袍
57,12645,4,1,20,0,0,侍僧长袍
59,3261,4,0,8,0,1,侍僧鞋
60,16891,4,2,5,0,1,夹层外衣
61,16953,4,2,7,0,1,矮人皮质短裤
79,16847,4,1,7,0,1,矮人布质短裤
80,16854,4,1,8,0,1,柔软的毛边鞋
85,16883,4,2,5,0,1,肮脏的皮外衣
117,2473,0,5,0,0,1,硬肉干
118,15710,0,1,0,0,1,初级治疗药水
119,5702,4,0,4,0,1,Deprecated Rogue's Vest
120,10006,4,1,7,0,0,刺客短裤
121,10008,4,0,8,0,1,刺客之靴
127,9996,4,0,4,0,1,捕兽者衬衣
128,396,4,1,7,0,0,Deprecated Tauren Trapper's Pants
129,9977,4,0,8,0,1,皱褶捕兽者之靴
139,9988,4,1,7,0,0,打斗者短裤
140,9992,4,0,8,0,1,打斗者之靴
147,9975,4,1,7,0,0,皱褶捕兽者短裤
148,9976,4,0,4,0,1,皱褶捕兽者衬衣
153,10050,4,2,7,0,0,粗糙的褶裙
154,10058,4,0,4,0,1,粗糙的衬肩
159,18084,0,5,0,0,1,清凉的泉水
182,7038,12,0,0,0,1,加瑞克的头颅
193,16579,4,1,5,0,1,破布外衣
194,16580,4,1,7,0,1,破布短裤
195,16582,4,1,8,0,1,破布战靴
200,16777,4,1,5,0,1,厚布外衣
201,16778,4,1,7,0,1,厚布短裤
202,16780,4,1,8,0,1,厚布鞋
203,16779,4,1,10,0,1,厚布手套
